,base,tag
14133,.,interp
14134,zwykle,adv:pos
14135,układać,fin:pl:ter:imperf
14136,się,qub
14137,w,prep:acc:nwok
14138,duży,adj:pl:acc:f:com
14139,grupa,subst:pl:acc:f
14140,punkt,subst:pl:gen:m3
14141,o,prep:loc
14142,zbliżony,adj:pl:loc:m3:pos
14143,kolor,subst:pl:loc:m3
14144,",",interp
14145,co,subst:sg:nom:n
14146,dawać,fin:sg:ter:imperf
14147,efekt,subst:sg:acc:m3
14148,płynny,adj:sg:gen:n:pos
14149,przechodzić,ger:sg:gen:n:imperf:aff
14150,jeden,adj:sg:gen:m3:pos
14151,kolor,subst:sg:gen:m3
14152,w,prep:acc:nwok
14153,inny,adj:sg:acc:m3:pos
14154,.,interp
14155,z,prep:gen:nwok
14156,ten,adj:sg:gen:m3:pos
14157,powód,subst:sg:gen:m3
14158,obraz,subst:pl:nom:m3
14159,rastrowy,adj:pl:nom:m3:pos
14160,",",interp
14161,a,conj
14162,więc,conj
14163,zbudować,ppas:pl:nom:m3:perf:aff
14164,z,prep:gen:nwok
14165,pojedynczy,adj:pl:gen:m3:pos
14166,piksel,subst:pl:gen:m3
14167,",",interp
14168,nazywać,ppas:pl:nom:m3:imperf:aff
14169,być,fin:pl:ter:imperf
14170,również,qub
14171,obraz,subst:pl:inst:m3
14172,o,prep:loc
14173,jednolity,adj:sg:loc:f:pos
14174,ciągłość,subst:sg:loc:f
14175,barwa,subst:pl:gen:f
14176,.,interp
14177,–,interp
14178,to,conj
14179,zamknąć,impt:sg:sec:perf
14180,oko,subst:pl:acc:n
14181,.,interp
14182,–,interp
14183,podczas,prep:gen
14184,myć,ger:sg:gen:n:imperf:aff
14185,?,interp
14186,Bob,subst:sg:nom:m1
14187,wzruszać,praet:sg:m1:imperf
14188,ramię,subst:pl:inst:n
14189,i,conj
14190,pochylać,praet:sg:m1:imperf
14191,się,qub
14192,nad,prep:inst:nwok
14193,jedzenie,subst:sg:inst:n
14194,",",interp
14195,jak,adv:pos
14196,zrobić,praet:sg:m1:perf
14197,by,qub
14198,każdy,adj:sg:nom:m1:pos
14199,mąż,subst:sg:nom:m1
14200,humorzasty,adj:sg:gen:f:pos
14201,",",interp
14202,oczekiwać,pact:sg:gen:f:imperf:aff
14203,dziecko,subst:sg:gen:n
14204,żona,subst:sg:gen:f
14205,.,interp
14206,zagadka,subst:sg:nom:f
14207,począć,ger:sg:gen:n:perf:aff
14208,nie,qub
14209,dawać,praet:sg:f:imperf
14210,on,ppron3:sg:dat:m1:ter:nakc:npraep
14211,jednak,conj
14212,spokój,subst:sg:gen:m3
14213,",",interp
14214,bo,comp
14215,czas,subst:sg:inst:m3
14216,zamyślać,praet:sg:m1:imperf
14217,się,qub
14218,nad,prep:inst:nwok
14219,talerz,subst:sg:inst:m3
14220,;,interp
14221,ale,conj
14222,po,prep:loc
14223,lunch,subst:sg:loc:m3
14224,wychodzić,praet:sg:m1:imperf
14225,znów,qub
14226,do,prep:gen
14227,praca,subst:sg:gen:f
14228,",",interp
14229,zostawiać,pcon:imperf
14230,Gun,subst:sg:acc:f
14231,z,prep:inst:wok
14232,ślimak,subst:pl:inst:m2
14233,",",interp
14234,nadwrażliwy,adj:pl:inst:m3:pos
14235,ząb,subst:pl:inst:m3
14236,i,conj
14237,ubrać,ppas:sg:inst:m3:perf:aff
14238,w,prep:acc:wok
14239,flaga,subst:sg:acc:f
14240,maszt,subst:sg:inst:m3
14241,sąsiad,subst:sg:gen:m1
14242,.,interp
14243,Przystupa,subst:sg:nom:f
14244,zostawać,praet:sg:f:imperf
14245,i,conj
14246,sprzątać,praet:sg:f:imperf
14247,sypialnia,subst:sg:acc:f
14248,",",interp
14249,gdzie,adv
14250,nie,qub
14251,być,praet:sg:n:imperf
14252,ani,qub
14253,ślad,subst:sg:gen:m3
14254,uprawiać,ger:sg:gen:n:imperf:aff
14255,seks,subst:sg:gen:m3
14256,",",interp
14257,podobnie,adv:pos
14258,jak,adv:pos
14259,w,prep:loc:nwok
14260,pokój,subst:sg:loc:m3
14261,państwo,subst:sg:gen:n
14262,na,prep:loc
14263,Gotlandia,subst:sg:loc:f
14264,.,interp
14265,–,interp
14266,powiedzieć,praet:sg:f:perf
14267,być,aglt:sg:sec:imperf:nwok
14268,już,qub
14269,Bob,subst:sg:dat:m1
14270,?,interp
14271,–,interp
14272,dopytywać,praet:sg:f:imperf
14273,się,qub
14274,Charlotta,subst:sg:nom:m1
14275,.,interp
14276,–,interp
14277,tak,qub
14278,",",interp
14279,chociaż,comp
14280,to,subst:sg:nom:n
14281,jeszcze,qub
14282,nic,subst:sg:nom:n
14283,pewien,adj:sg:gen:n:pos
14284,.,interp
14285,i,conj
14286,tak,adv:pos
14287,trwać,praet:sg:f:imperf
14288,ciąża,subst:sg:nom:f
14289,Gun,subst:sg:gen:f
14290,",",interp
14291,przedmiot,subst:sg:nom:m3
14292,zazdrość,subst:sg:gen:f
14293,inny,adj:pl:gen:f:pos
14294,„,interp
14295,moms,xxx
14296,”,interp
14297,",",interp
14298,zwłaszcza,qub
14299,Charlotty,subst:sg:gen:f
14300,",",interp
14301,który,adj:sg:gen:f:pos
14302,mąż,subst:sg:nom:m1
14303,być,praet:sg:m1:imperf
14304,co,comp
14305,prawda,subst:sg:nom:f
14306,monstrualnie,adv:pos
14307,bogaty,adj:sg:nom:m1:pos
14308,",",interp
14309,ale,conj
14310,Charlotta,subst:sg:acc:f
14311,męczyć,praet:sg:n:imperf
14312,snuć,ger:sg:nom:n:imperf:aff
14313,się,qub
14314,z,prep:inst:nwok
14315,drogi,adj:pl:inst:n:pos
14316,",",interp
14317,miodowy,adj:pl:inst:n:pos
14318,pasemko,subst:pl:inst:n
14319,tylko,qub
14320,między,prep:inst
14321,szkoła,subst:sg:inst:f
14322,a,conj
14323,dom,subst:sg:inst:m3
14324,.,interp
14325,nowy,adj:pl:nom:m3:pos
14326,przepis,subst:pl:nom:m3
14327,powinien,winien:pl:m3:imperf
14328,poprawić,inf:perf
14329,bezpieczeństwo,subst:sg:acc:n
14330,na,prep:loc
14331,droga,subst:sg:loc:f
14332,.,interp
14333,sam,adj:sg:nom:m1:pos
14334,także,qub
14335,włączać,fin:sg:pri:imperf
14336,światło,subst:pl:acc:n
14337,za,prep:gen
14338,dzień,subst:sg:gen:m3
14339,",",interp
14340,szczególnie,qub
14341,poza,prep:inst
14342,miasto,subst:sg:inst:n
14343,czy,conj
14344,w,prep:loc:nwok
14345,las,subst:pl:loc:m3
14346,.,interp
14347,mieć,fin:sg:pri:imperf
14348,szary,adj:sg:acc:m3:pos
14349,samochód,subst:sg:acc:m3
14350,i,conj
14351,móc,fin:sg:ter:imperf
14352,być,inf:imperf
14353,słabo,adv:com
14354,widoczny,adj:sg:nom:m3:pos
14355,na,prep:loc
14356,droga,subst:sg:loc:f
14357,.,interp
14358,możliwy,adj:sg:nom:n:pos
14359,",",interp
14360,że,comp
14361,teraz,adv
14362,mój,adj:sg:nom:m3:pos
14363,samochód,subst:sg:nom:m3
14364,być,bedzie:sg:ter:imperf
14365,spalać,praet:sg:m3:imperf
14366,więcej,num:sg:acc:n:rec
14367,paliwo,subst:sg:gen:n
14368,",",interp
14369,ale,conj
14370,nie,qub
14371,można,pred
14372,patrzeć,inf:imperf
14373,na,prep:acc
14374,to,subst:sg:acc:n
14375,przez,prep:acc:nwok
14376,pryzmat,subst:sg:acc:m3
14377,oszczędność,subst:sg:gen:f
14378,.,interp
14379,to,qub
14380,tak,adv:pos
14381,jakby,comp
14382,lekarz,subst:sg:nom:m1
14383,przepisać,praet:sg:m1:perf
14384,ja,ppron12:sg:dat:m1:pri:nakc
14385,lekarstwo,subst:pl:acc:n
14386,a,conj
14387,ja,ppron12:sg:nom:m1:pri
14388,by,comp
14389,być,aglt:sg:pri:imperf:nwok
14390,on,ppron3:pl:gen:n:ter:akc:npraep
14391,nie,qub
14392,wykupić,praet:sg:m1:perf
14393,",",interp
14394,bo,comp
14395,żal,pred
14396,pieniądz,subst:pl:gen:m3
14397,.,interp
14398,tu,adv
14399,iść,fin:sg:ter:imperf
14400,o,prep:acc
14401,życie,subst:sg:acc:n
14402,.,interp
14403,Sylwia,subst:sg:nom:f
14404,Janicka,subst:sg:nom:f
14405,ja,ppron12:sg:nom:f:pri
14406,zawsze,adv
14407,jeździć,fin:sg:pri:imperf
14408,na,prep:loc
14409,światło,subst:pl:loc:n
14410,.,interp
14411,przepis,subst:pl:nom:m3
14412,",",interp
14413,który,adj:pl:nom:m3:pos
14414,właśnie,adv
14415,wejść,praet:pl:m3:perf
14416,zbliżyć,fin:pl:ter:perf
14417,my,ppron12:pl:acc:m1:pri
14418,do,prep:gen
14419,kraj,subst:pl:gen:m3
14420,Unia,subst:sg:gen:f
14421,Europejski,adj:sg:gen:f:pos
14422,",",interp
14423,gdzie,adv
14424,w,prep:loc:nwok
14425,wiele,num:pl:loc:m3:congr
14426,kraj,subst:pl:loc:m3
14427,już,qub
14428,się,qub
14429,jeździć,fin:sg:ter:imperf
14430,na,prep:loc
14431,światło,subst:pl:loc:n
14432,cały,adj:sg:acc:m3:pos
14433,rok,subst:sg:acc:m3
14434,.,interp
14435,wiedzieć,fin:sg:pri:imperf
14436,",",interp
14437,że,comp
14438,już,qub
14439,pojawiać,fin:pl:ter:imperf
14440,się,qub
14441,przeciwnik,subst:pl:nom:m1
14442,ten,adj:pl:gen:f:pos
14443,zmiana,subst:pl:gen:f
14444,",",interp
14445,ale,conj
14446,z,prep:gen:nwok
14447,to,subst:sg:gen:n
14448,co,subst:sg:acc:n
14449,wiedzieć,fin:sg:pri:imperf
14450,na,prep:acc
14451,zużycie,subst:sg:acc:n
14452,żarówka,subst:pl:gen:f
14453,i,conj
14454,paliwo,subst:sg:gen:n
14455,nie,qub
14456,mieć,fin:sg:ter:imperf
14457,to,subst:sg:nom:n
14458,duży,adj:sg:gen:m3:com
14459,wpływ,subst:sg:gen:m3
14460,.,interp
14461,pojęcie,subst:pl:gen:n
14462,pustak,subst:pl:nom:m3
14463,i,conj
14464,luksfer,subst:pl:nom:m3
14465,używać,fin:sg:ter:imperf
14466,się,qub
14467,bardzo,adv:pos
14468,często,adv:pos
14469,wymiennie,adv:pos
14470,.,interp
14471,tymczasem,adv
14472,być,fin:pl:ter:imperf
14473,to,pred
14474,dwa,num:pl:nom:m3:congr
14475,różny,adj:pl:acc:m3:pos
14476,materiał,subst:pl:nom:m3
14477,.,interp
14478,luksfer,subst:pl:nom:m3
14479,składać,fin:pl:ter:imperf
14480,się,qub
14481,z,prep:gen:nwok
14482,jeden,adj:sg:gen:f:pos
14483,gruby,adj:sg:gen:f:com
14484,warstwa,subst:sg:gen:f
14485,szkło,subst:sg:gen:n
14486,.,interp
14487,pustak,subst:pl:nom:m3
14488,natomiast,conj
14489,mieć,fin:pl:ter:imperf
14490,dwa,num:pl:acc:f:congr
14491,szklany,adj:pl:acc:f:pos
14492,warstwa,subst:pl:acc:f
14493,",",interp
14494,między,prep:inst
14495,który,adj:pl:inst:f:pos
14496,być,fin:sg:ter:imperf
14497,powietrze,subst:sg:nom:n
14498,.,interp
14499,dzięki,prep:dat
14500,to,subst:sg:dat:n
14501,mieć,fin:pl:ter:imperf
14502,dobry,adj:pl:acc:f:com
14503,właściwość,subst:pl:acc:f
14504,termoizolacyjny,adj:pl:acc:f:pos
14505,i,conj
14506,móc,fin:pl:ter:imperf
14507,być,inf:imperf
14508,stosować,ppas:pl:nom:m3:imperf:aff
14509,w,prep:loc:nwok
14510,ściana,subst:pl:loc:f
14511,zewnętrzny,adj:pl:loc:f:pos
14512,.,interp
14513,parametr,subst:pl:nom:m3
14514,techniczny,adj:pl:nom:m3:pos
14515,nowoczesny,adj:pl:nom:m3:pos
14516,pustak,subst:pl:nom:m3
14517,szklany,adj:pl:nom:m3:pos
14518,mieć,fin:pl:ter:imperf
14519,dobry,adj:pl:acc:m3:pos
14520,parametr,subst:pl:acc:m3
14521,techniczny,adj:pl:acc:m3:pos
14522,.,interp
14523,współczynnik,subst:sg:nom:m3
14524,przewodzić,ger:sg:gen:n:imperf:aff
14525,ciepło,subst:sg:gen:n
14526,wynosić,fin:sg:ter:imperf
14527,około,brev:pun
14528,.,interp
14529,"2,8",num:pl:acc:m3:rec
14530,",",interp
14531,co,subst:sg:nom:n
14532,mieć,fin:sg:ter:imperf
14533,znaczenie,subst:sg:acc:n
14534,przy,prep:loc
14535,budować,ger:sg:loc:n:imperf:aff
14536,ściana,subst:pl:gen:f
14537,zewnętrzny,adj:pl:gen:f:pos
14538,bądź,conj
14539,odgradzać,ger:sg:loc:n:imperf:aff
14540,pomieszczenie,subst:pl:gen:n
14541,mieszkalny,adj:pl:gen:n:pos
14542,",",interp
14543,od,prep:gen:nwok
14544,na_przykład,brev:pun
14545,.,interp
14546,ogrzewać,ppas:pl:gen:m3:imperf:neg
14547,korytarz,subst:pl:gen:m3
14548,.,interp
14549,przepuszczalność,subst:sg:nom:f
14550,światło,subst:sg:gen:n
14551,w,prep:loc:nwok
14552,przypadek,subst:sg:loc:m3
14553,zastosować,ger:sg:gen:n:perf:aff
14554,pustak,subst:pl:gen:m3
14555,biały,adj:pl:gen:m3:pos
14556,wynosić,fin:sg:ter:imperf
14557,ponad,qub
14558,70,num:pl:acc:m3:rec
14559,procent,brev:pun
14560,.,interp
14561,",",interp
14562,zaś,conj
14563,w,prep:loc:nwok
14564,przypadek,subst:sg:loc:m3
14565,kolorowy,adj:pl:gen:m3:pos
14566,około,brev:pun
14567,.,interp
14568,50,num:pl:gen:m3:rec
14569,procent,brev:pun
14570,.,interp
14571,ściana,subst:pl:nom:f
14572,wykonać,ppas:pl:nom:f:perf:aff
14573,z,prep:gen:nwok
14574,pustak,subst:pl:gen:m1
14575,zapewniać,fin:pl:ter:imperf
14576,izolacja,subst:sg:acc:f
14577,dźwiękowy,adj:sg:acc:f:pos
14578,w,prep:loc:nwok
14579,granica,subst:pl:loc:f
14580,40,num:pl:gen:m3:congr
14581,decybel,brev:pun
14582,.,interp
14583,klient,subst:pl:nom:m1
14584,o,prep:loc
14585,specyficzny,adj:pl:loc:f:pos
14586,potrzeba,subst:pl:loc:f
14587,móc,fin:pl:ter:imperf
14588,nawet,qub
14589,kupić,inf:perf
14590,pustak,subst:pl:acc:m3
14591,kuloodporny,adj:pl:acc:m3:pos
14592,.,interp
14593,luksfer,subst:pl:nom:m3
14594,nieco,adv
14595,źle,adv:com
14596,chronić,fin:pl:ter:imperf
14597,przed,prep:inst:nwok
14598,hałas,subst:sg:inst:m3
14599,i,conj
14600,zimno,subst:sg:inst:n
14601,.,interp
14602,stosować,ppas:pl:nom:m3:imperf:aff
14603,być,fin:pl:ter:imperf
14604,zatem,conj
14605,głównie,adv:pos
14606,w,prep:loc:wok
14607,wnętrze,subst:pl:loc:n
14608,",",interp
14609,a,conj
14610,dzięki,prep:dat
14611,różny,adj:pl:dat:m3:pos
14612,wzór,subst:pl:dat:m3
14613,i,conj
14614,wymiar,subst:pl:dat:m3
14615,dawać,fin:pl:ter:imperf
14616,ogromny,adj:pl:acc:f:pos
14617,możliwość,subst:pl:acc:f
14618,aranżacyjny,adj:pl:acc:f:pos
14619,.,interp
14620,wzór,subst:pl:nom:m3
14621,i,conj
14622,kolor,subst:pl:nom:m3
14623,kultura,subst:sg:nom:f
14624,fanowski,adj:sg:nom:f:pos
14625,zawsze,adv
14626,być,praet:sg:f:imperf
14627,bardzo,adv:pos
14628,twórczy,adj:sg:nom:f:pos
14629,.,interp
14630,amatorski,adj:pl:nom:n:pos
14631,opowiadanie,subst:pl:nom:n
14632,czy,conj
14633,film,subst:pl:nom:m3
14634,nie,qub
14635,być,fin:pl:ter:imperf
14636,wynalazek,subst:sg:inst:m3
14637,ostatni,adj:pl:gen:m3:pos
14638,rok,subst:pl:gen:m3
14639,.,interp
14640,jednak,conj
14641,do,prep:gen
14642,niedawny,adjp
14643,dystrybucja,subst:sg:nom:f
14644,wytwór,subst:pl:gen:m3
14645,fan,subst:pl:gen:m1
14646,być,praet:sg:f:imperf
14647,ograniczony,adj:sg:nom:f:pos
14648,do,prep:gen
14649,krąg,subst:sg:gen:m3
14650,znajomy,subst:pl:gen:m1
14651,i,conj
14652,rodzina,subst:sg:gen:f
14653,.,interp
14654,za,prep:inst
14655,sprawa,subst:sg:inst:f
14656,Internet,subst:sg:gen:m3
14657,pojawić,praet:pl:f:perf
14658,się,qub
14659,możliwość,subst:pl:nom:f
14660,niemal,qub
14661,darmowy,adj:sg:gen:n:pos
14662,dotrzeć,ger:sg:gen:n:perf:aff
14663,do,prep:gen
14664,milion,subst:pl:gen:m3
14665,odbiorca,subst:pl:gen:m1
14666,.,interp
14667,a,conj
14668,jeśli,comp
14669,amatorski,adj:sg:nom:m3:pos
14670,produkt,subst:sg:nom:m3
14671,zdobyć,fin:sg:ter:perf
14672,popularność,subst:sg:acc:f
14673,w,prep:loc:nwok
14674,Internet,subst:sg:loc:m3
14675,",",interp
14676,zapewne,qub
14677,zainteresować,fin:pl:ter:perf
14678,się,qub
14679,on,ppron3:sg:inst:m3:ter:akc:npraep
14680,profesjonalny,adj:pl:nom:f:pos
14681,firma,subst:pl:nom:f
14682,.,interp
14683,choć,comp
14684,liczba,subst:sg:nom:f
14685,twórca,subst:pl:gen:m1
14686,-,interp
14687,amator,subst:pl:gen:m1
14688,być,fin:sg:ter:imperf
14689,gigantyczny,adj:sg:nom:f:pos
14690,i,conj
14691,szansa,subst:pl:nom:f
14692,sukces,subst:sg:gen:m3
14693,nikły,adj:pl:nom:f:pos
14694,",",interp
14695,podobny,adj:pl:nom:f:pos
14696,historia,subst:pl:nom:f
14697,pełnić,fin:pl:ter:imperf
14698,dziś,adv
14699,funkcja,subst:sg:acc:f
14700,mit,subst:sg:gen:m3
14701,"""",interp
14702,od,prep:gen:nwok
14703,pucybut,subst:sg:gen:m1
14704,do,prep:gen
14705,milioner,subst:sg:gen:m1
14706,"""",interp
14707,.,interp
14708,nie,qub
14709,można,pred
14710,więc,conj
14711,długo,adv:com
14712,utrzymać,inf:perf
14713,teza,subst:sg:gen:f
14714,",",interp
14715,że,comp
14716,dogłębny,adj:sg:nom:f:pos
14717,wiedza,subst:sg:nom:f
14718,na,prep:acc
14719,temat,subst:sg:acc:m3
14720,popkultura,subst:sg:gen:f
14721,nie,qub
14722,mieć,fin:sg:ter:imperf
14723,taki,adj:sg:gen:f:pos
14724,wartość,subst:sg:gen:f
14725,ekonomiczny,adj:sg:gen:f:pos
14726,jak,prep:nom
14727,wiedza,subst:sg:nom:f
14728,o,prep:loc
14729,kultura,subst:sg:loc:f
14730,wysoki,adj:sg:loc:f:pos
14731,.,interp
14732,o,prep:loc
14733,to,subst:sg:loc:n
14734,",",interp
14735,że,comp
14736,egzystencja,subst:sg:nom:f
14737,bohater,subst:pl:gen:m1
14738,Smith,subst:sg:gen:m1
14739,mieć,fin:sg:ter:imperf
14740,komercyjny,adj:sg:acc:m3:pos
14741,potencjał,subst:sg:acc:m3
14742,",",interp
14743,przekonać,praet:sg:m3:perf
14744,już,qub
14745,on,ppron3:sg:gen:m1:ter:akc:npraep
14746,wczesny,adj:sg:nom:m3:com
14747,film,subst:sg:nom:m3
14748,"""",interp
14749,Jay,subst:sg:nom:m1
14750,i,conj
14751,Cichy,adj:sg:nom:m1:pos
14752,Bob,subst:sg:nom:m1
14753,kontratakować,fin:pl:ter:imperf
14754,"""",interp
14755,",",interp
14756,w,prep:loc:nwok
14757,który,adj:sg:loc:m3:pos
14758,tytułowy,adj:pl:nom:f:pos
14759,postać,subst:pl:nom:f
14760,jechać,fin:pl:ter:imperf
14761,do,prep:gen
14762,Hollywood,subst:sg:gen:m3
14763,upomnieć,inf:perf
14764,się,qub
14765,o,prep:acc
14766,honorarium,subst:sg:acc:n
14767,u,prep:gen
14768,producent,subst:sg:gen:m1
14769,film,subst:sg:gen:m3
14770,kopiować,pact:sg:gen:m3:imperf:aff
14771,on,ppron3:pl:gen:m1:ter:akc:npraep
14772,przygoda,subst:pl:acc:f
14773,.,interp
14774,a,conj
14775,przecież,qub
14776,silny,adj:sg:nom:f:sup
14777,w,prep:loc:nwok
14778,parlament,subst:sg:loc:m3
14779,opozycja,subst:sg:nom:f
14780,być,bedzie:sg:ter:imperf
14781,bez,prep:gen:nwok
14782,przerwa,subst:sg:gen:f
14783,mówić,praet:sg:f:imperf
14784,",",interp
14785,jak,adv:pos
14786,nowy,adj:pl:nom:m1:pos
14787,psuć,fin:pl:ter:imperf
14788,to,subst:sg:acc:n
14789,",",interp
14790,co,subst:sg:acc:n
14791,PiS,subst:sg:nom:m3
14792,zrobić,praet:sg:m3:perf
14793,fantastycznie,adv:pos
14794,",",interp
14795,a,conj
14796,jeśli,comp
14797,nie,qub
14798,zrobić,praet:sg:m3:perf
14799,",",interp
14800,to,conj
14801,dlatego,adv
14802,",",interp
14803,że,comp
14804,nie,qub
14805,zdążyć,praet:sg:m3:perf
14806,",",interp
14807,i,conj
14808,teraz,adv
14809,być,fin:sg:ter:imperf
14810,okazja,subst:sg:nom:f
14811,",",interp
14812,by,comp
14813,sprawa,subst:pl:acc:f
14814,móc,praet:sg:m3:imperf:nagl
14815,dokończyć,inf:perf
14816,rząd,subst:sg:nom:m3
14817,Tusk,subst:sg:gen:m1
14818,.,interp
14819,to,pred
14820,być,bedzie:sg:ter:imperf
14821,wykładnia,subst:sg:nom:f
14822,",",interp
14823,wedle,prep:gen
14824,który,adj:sg:gen:f:pos
14825,premier,subst:sg:nom:m1
14826,być,bedzie:sg:ter:imperf
14827,rozliczać,ppas:sg:nom:m1:imperf:aff
14828,z,prep:gen:nwok
14829,to,subst:sg:gen:n
14830,",",interp
14831,w,prep:loc:nwok
14832,jaki,adj:sg:loc:m3:pos
14833,zakres,subst:sg:loc:m3
14834,realizować,fin:sg:ter:imperf
14835,plan,subst:sg:acc:m3
14836,PiS,subst:sg:gen:n
14837,.,interp
14838,by,comp
14839,uniknąć,inf:perf
14840,pułapka,subst:sg:gen:f
14841,",",interp
14842,trzeba,pred
14843,wyraźnie,adv:pos
14844,określić,inf:perf
14845,swój,adj:pl:acc:m3:pos
14846,parametr,subst:pl:acc:m3
14847,i,conj
14848,dobitnie,adv:pos
14849,powiedzieć,inf:perf
14850,",",interp
14851,gdzie,adv
14852,być,fin:pl:ter:imperf
14853,różnica,subst:pl:nom:f
14854,między,prep:inst
14855,PO,subst:sg:inst:f
14856,i,conj
14857,PiS,subst:sg:inst:n
14858,i,conj
14859,na,prep:loc
14860,co,subst:sg:loc:n
14861,polegać,fin:pl:ter:imperf
14862,odmienność,subst:pl:nom:f
14863,.,interp
14864,po,prep:loc
14865,tamten,adj:pl:loc:m3:pos
14866,rząd,subst:pl:loc:m3
14867,nie,qub
14868,można,pred
14869,tak,adv:pos
14870,po,prep:acc
14871,prosty,adjp
14872,przystąpić,inf:perf
14873,do,prep:gen
14874,normalny,adj:sg:gen:n:pos
14875,",",interp
14876,rutynowy,adj:sg:gen:n:pos
14877,rządzić,ger:sg:gen:n:imperf:aff
14878,.,interp
14879,hasło,subst:sg:nom:n
14880,wyborczy,adj:sg:nom:n:pos
14881,Donald,subst:sg:gen:m1
14882,Tusk,subst:sg:gen:m1
14883,o,prep:loc
14884,powrót,subst:sg:loc:m3
14885,do,prep:gen
14886,normalność,subst:sg:gen:f
14887,",",interp
14888,tak,adv:pos
14889,dobrze,adv:pos
14890,przyjąć,ppas:sg:nom:n:perf:aff
14891,przez,prep:acc:nwok
14892,wyborca,subst:pl:acc:m1
14893,",",interp
14894,teraz,adv
14895,powinien,winien:sg:n:imperf
14896,zostać,inf:perf
14897,przemienić,ppas:sg:nom:n:perf:aff
14898,w,prep:acc:nwok
14899,program,subst:sg:acc:m3
14900,",",interp
14901,w,prep:acc:nwok
14902,zbiór,subst:sg:acc:m3
14903,idea,subst:pl:gen:f
14904,i,conj
14905,praktyka,subst:pl:gen:f
14906,",",interp
14907,który,adj:pl:nom:f:pos
14908,być,bedzie:pl:ter:imperf
14909,prawdziwy,adj:sg:inst:m3:pos
14910,dorobek,subst:sg:inst:m3
14911,nauka,subst:pl:gen:f
14912,(,interp
14913,nauczka,subst:pl:gen:f
14914,),interp
14915,powziąć,ppas:pl:gen:f:perf:aff
14916,w,prep:loc:nwok
14917,ciąg,subst:sg:loc:m3
14918,ostatni,adj:pl:gen:m3:pos
14919,dwa,num:pl:gen:m3:congr
14920,rok,subst:pl:gen:m3
14921,.,interp
14922,bać,fin:pl:pri:imperf
14923,się,qub
14924,",",interp
14925,że,comp
14926,zaatakować,fin:pl:ter:perf
14927,my,ppron12:pl:acc:m1:pri
14928,bakteria,subst:pl:nom:f
14929,",",interp
14930,że,comp
14931,coś,subst:sg:nom:n
14932,my,ppron12:pl:dat:m1:pri
14933,spaść,fin:sg:ter:perf
14934,na,prep:acc
14935,głowa,subst:sg:acc:f
14936,albo,conj
14937,dostać,fin:pl:pri:perf
14938,atak,subst:sg:gen:m3
14939,serce,subst:sg:gen:n
14940,i,conj
14941,lekarz,subst:pl:nom:m1
14942,nie,qub
14943,zdążyć,fin:pl:ter:perf
14944,.,interp
14945,przeżywać,fin:pl:pri:imperf
14946,wszechogarniający,adj:sg:acc:m3:pos
14947,lęk,subst:sg:acc:m3
14948,",",interp
14949,który,adj:sg:nom:m3:pos
14950,paraliżować,fin:sg:ter:imperf
14951,życie,subst:sg:acc:n
14952,.,interp
14953,ale,conj
14954,co,subst:sg:acc:n
14955,być,fin:sg:ter:imperf
14956,wart,adj:sg:nom:n:pos
14957,życie,subst:sg:nom:n
14958,",",interp
14959,który,adj:sg:nom:n:pos
14960,mieć,fin:sg:ter:imperf
14961,służyć,inf:imperf
14962,wyłącznie,qub
14963,to,subst:sg:dat:n
14964,",",interp
14965,żeby,comp
14966,przeżyć,inf:perf
14967,albo,conj
14968,żeby,comp
14969,on,ppron3:pl:acc:n:ter:akc:npraep
14970,bez,prep:gen:nwok
14971,umiar,subst:sg:gen:m3
14972,przedłużać,inf:imperf
14973,.,interp
14974,i,conj
14975,tak,adv:pos
14976,nie,qub
14977,dać,fin:sg:ter:perf
14978,się,qub
14979,oszukać,inf:perf
14980,śmierć,subst:sg:gen:f
14981,-,interp
14982,ten,adj:sg:nom:n:pos
14983,ciało,subst:sg:nom:n
14984,w,prep:loc:nwok
14985,koniec,subst:sg:loc:m3
14986,umrzeć,fin:sg:ter:perf
14987,.,interp
14988,nasz,adj:sg:nom:n:pos
14989,życie,subst:sg:nom:n
14990,nie,qub
14991,móc,fin:sg:ter:imperf
14992,się,qub
14993,sprowadzać,inf:imperf
14994,do,prep:gen
14995,chronić,ger:sg:gen:n:imperf:aff
14996,i,conj
14997,upiększać,ger:sg:gen:n:imperf:aff
14998,ciało,subst:sg:gen:n
14999,",",interp
15000,żeby,comp
15001,się,qub
15002,nie,qub
15003,uszkodzić,praet:sg:n:perf
15004,",",interp
15005,nie,qub
15006,narazić,praet:sg:n:perf
15007,na,prep:acc
15008,żaden,adj:sg:acc:n:pos
15009,niebezpieczeństwo,subst:sg:acc:n
15010,i,conj
15011,żeby,comp
15012,zawsze,adv
15013,być,praet:sg:n:imperf
15014,on,ppron3:sg:dat:m1:ter:nakc:npraep
15015,miło,adv:pos
15016,i,conj
15017,przyjemnie,adv:pos
15018,",",interp
15019,i,conj
15020,żeby,comp
15021,robić,praet:sg:n:imperf
15022,wrażenie,subst:sg:acc:n
15023,na,prep:loc
15024,inny,adj:pl:loc:m1:pos
15025,.,interp
15026,jeśli,comp
15027,tak,adv:pos
15028,być,bedzie:pl:pri:imperf
15029,żyć,inf:imperf
15030,",",interp
15031,to,conj
15032,ciało,subst:sg:nom:n
15033,zająć,fin:sg:ter:perf
15034,miejsce,subst:sg:acc:n
