,base,tag
116,",",interp
117,że,comp
118,zdanie,subst:sg:nom:n
119,wytrzymać,praet:sg:n:perf
120,próba,subst:sg:acc:f
121,",",interp
122,jakby,comp
123,wyjąć,ppas:sg:nom:n:perf:aff
124,z,prep:gen:nwok
125,on,ppron3:pl:gen:f:ter:akc:npraep
126,kanon,subst:sg:gen:m3
127,",",interp
128,z,prep:gen:nwok
129,zapisek,subst:pl:gen:m3
130,albo,conj
131,opowiadanie,subst:pl:gen:n
132,-,interp
133,i,conj
134,wtedy,adv
135,czuć,fin:sg:pri:imperf
136,prawdziwy,adj:sg:acc:f:pos
137,rozkosz,subst:sg:acc:f
138,",",interp
139,jak,adv:pos
140,chcieć,praet:sg:m3:imperf
141,es,subst:sg:nom:m3
142,",",interp
143,znak,subst:sg:nom:m3
144,prawidłowy,adj:sg:gen:f:pos
145,lektura,subst:sg:gen:f
146,",",interp
147,mrowić,pact:sg:gen:f:imperf:aff
148,w,prep:loc:nwok
149,krzyż,subst:sg:loc:m3
150,-,interp
151,chwilowy,adj:sg:nom:f:pos
152,ulga,subst:sg:nom:f
153,",",interp
154,nagroda,subst:sg:nom:f
155,w,prep:loc:nwok
156,ciągły,adj:sg:loc:f:pos
157,pogoń,subst:sg:loc:f
158,za,prep:inst
159,wyrazić,ppas:sg:inst:n:perf:neg
160,.,interp
0,Ymir,ign
1,de,qub
2,facto,qub
3,już,qub
4,być,fin:sg:ter:imperf
5,.,interp
6,żaden,adj:sg:nom:f:pos
7,głowa,subst:sg:nom:f
8,państwo,subst:sg:gen:n
9,w,prep:loc:nwok
10,UE,subst:sg:loc:f
11,i,conj
12,chyba,qub
13,wogóle,qub
14,w,prep:loc:nwok
15,Europa,subst:sg:loc:f
16,(,interp
17,nie,qub
18,liczyć,pcon:imperf
19,Rosja,subst:sg:gen:f
20,i,conj
21,Kuczmowskiej,ign
22,Ukraina,subst:sg:gen:f
23,),interp
24,nie,qub
25,zapraszać,fin:sg:ter:imperf
26,do,prep:gen
27,swój,adj:sg:gen:m3:pos
28,kraj,subst:sg:gen:m3
29,Łukaszenka,subst:sg:gen:m1
30,.,interp
31,ostatnio,adv
32,czytać,praet:sg:m1:imperf
33,być,aglt:sg:pri:imperf:wok
34,wywiad,subst:sg:acc:m3
35,z,prep:inst:nwok
36,Aleksander,subst:sg:inst:m1
37,w,prep:loc:nwok
38,jakiś,adj:sg:loc:f:pos
39,rosyjski,adj:sg:loc:f:pos
40,gazeta,subst:sg:loc:f
41,.,interp
42,tłumaczyć,praet:sg:m1:imperf
43,tam,adv
44,",",interp
45,że,comp
46,rzadko,adv:pos
47,bywać,fin:sg:ter:imperf
48,za,prep:inst
49,granica,subst:sg:inst:f
50,",",interp
51,bo,comp
52,Białorusin,subst:pl:nom:m1
53,źle,adv:pos
54,znosić,fin:pl:ter:imperf
55,on,ppron3:sg:gen:m3:ter:akc:npraep
56,nieobecność,subst:sg:acc:f
57,w,prep:loc:nwok
58,krajuJarpen,ign
59,Zigrin,ign
60,ciekawy,adj:sg:acc:n:pos
61,usprawiedliwienie,subst:sg:acc:n
62,może,qub
63,bać,fin:sg:ter:imperf
64,się,qub
65,rewolucja,subst:sg:gen:f
66,podczas,prep:gen
67,on,ppron3:sg:gen:m1:ter:akc:npraep
68,nieobecność,subst:sg:gen:f
69,tak,adv:pos
70,",",interp
71,że,comp
72,nie,qub
73,być,bedzie:sg:ter:imperf
74,mieć,praet:sg:m1:imperf
75,gdzie,adv
76,wracać,inf:imperf
77,?,interp
0,"""",interp
1,jak,adv:pos
2,się,qub
3,pan,subst:sg:nom:m1
4,dziś,adv
5,miewać,fin:sg:ter:imperf
6,?,interp
7,"""",interp
8,–,interp
9,Epiphany,ign
10,",",interp
11,jamajski,adj:sg:nom:f:pos
12,pielęgniarka,subst:sg:nom:f
13,Pyt,subst:sg:gen:m1
14,John,subst:sg:gen:m1
15,Lesniaka,ign
16,",",interp
17,osiemdziesięcioletni,adj:sg:gen:m1:pos
18,sklerotyk,subst:sg:gen:m1
19,z,prep:inst:nwok
20,przetrącić,ppas:sg:inst:m3:perf:aff
21,kręgosłup,subst:sg:inst:m3
22,",",interp
23,cukrzyca,subst:sg:inst:f
24,",",interp
25,rak,subst:sg:inst:m2
26,Pęcherz,subst:sg:gen:m1
27,i,conj
28,setka,subst:sg:inst:f
29,pomniejszy,adj:pl:gen:f:pos
30,choroba,subst:pl:gen:f
31,.,interp
32,"""",interp
33,ja,ppron12:sg:nom:m1:pri
34,się,qub
35,miewać,fin:sg:pri:imperf
36,?,interp
37,wprost,qub
38,wspaniale,adv:pos
39,…,interp
40,Gdybyś,ign
41,móc,praet:sg:f:imperf
42,",",interp
43,dziecinka,subst:sg:voc:f
44,",",interp
45,zerknąćCo,ign
46,to,pred
47,za,qub
48,okropny,adj:sg:nom:f:pos
49,plama,subst:sg:nom:f
50,wyskoczyć,praet:sg:f:perf
51,ja,ppron12:sg:dat:m1:pri:nakc
52,wczoraj,adv
53,na,prep:loc
54,kolano,subst:sg:loc:n
55,…,interp
56,"""",interp
57,"""",interp
58,lama,subst:sg:nom:f
59,?,interp
60,niemożliwy,adj:sg:nom:n:pos
61,!,interp
62,"""",interp
63,"""",interp
64,plama,subst:sg:nom:f
65,",",interp
66,plama,subst:sg:nom:f
67,kochanie,subst:sg:nom:n
68,…,interp
69,"""",interp
70,"""",interp
71,ach,interj
72,tutaj,adv
73,–,interp
74,nic,subst:sg:nom:n
75,taki,adj:sg:gen:n:pos
76,super,adj:sg:gen:n:pos
77,",",interp
78,zwykły,adj:sg:nom:n:pos
79,podetrzeć,ger:sg:nom:n:perf:aff
80,.,interp
81,Torbiel,subst:sg:nom:m1
82,na,prep:acc
83,mocz,subst:sg:acc:m3
84,",",interp
85,który,adj:sg:acc:f:pos
86,pan,subst:sg:nom:m1
87,nosić,fin:sg:ter:imperf
88,",",interp
89,podcierać,fin:sg:ter:imperf
90,skóra,subst:sg:acc:f
91,.,interp
92,jak,adv:pos
93,wysmarować,fin:pl:pri:perf
94,krem,subst:sg:inst:m3
95,",",interp
96,zaraz,adv
97,zacząć,fin:sg:ter:perf
98,się,qub
99,golić,inf:imperf
100,.,interp
101,"""",interp
102,biedny,adj:sg:nom:m1:pos
103,John,subst:sg:nom:m1
104,Lesniak,ign
105,siorbieNosem,ign
106,",",interp
107,duma,subst:sg:nom:f
108,i,conj
109,mówić,fin:sg:ter:imperf
110,skrzeczeć,pact:sg:inst:m3:imperf:aff
111,sopran,subst:sg:inst:m3
112,:,interp
113,"""",interp
114,co,subst:sg:acc:n
115,ja,ppron12:sg:nom:m1:pri
116,to,subst:sg:acc:n
117,chcieć,praet:sg:m1:imperf
118,być,aglt:sg:pri:imperf:wok
119,…,interp
120,w,prep:loc:nwok
121,każdy,adj:sg:loc:m3:pos
122,raz,subst:sg:loc:m3
123,",",interp
124,dobrze,adv:pos
125,",",interp
126,że,comp
127,mój,adj:sg:nom:n:pos
128,kolano,subst:sg:nom:n
129,być,fin:sg:ter:imperf
130,cały,adj:sg:nom:n:pos
131,…,interp
132,"""",interp
133,zostawiać,fin:sg:pri:imperf
134,on,ppron3:pl:acc:m1:ter:akc:npraep
135,w,prep:loc:nwok
136,pokój,subst:sg:loc:m3
137,i,conj
138,wychodzić,fin:sg:pri:imperf
139,na,prep:acc
140,weranda,subst:sg:acc:f
141,w,prep:acc:nwok
142,objęcie,subst:pl:acc:n
143,ciepły,adj:sg:gen:m3:pos
144,listopad,subst:sg:gen:m3
145,.,interp
146,pracować,fin:sg:pri:imperf
147,tu,adv
148,miesiąc,subst:sg:acc:m3
149,",",interp
150,a,conj
151,nie,qub
152,znać,fin:sg:pri:imperf
153,nazwa,subst:sg:gen:f
154,ten,adj:sg:gen:n:pos
155,drzewo,subst:sg:gen:n
156,",",interp
157,który,adj:sg:nom:n:pos
158,rosnąć,fin:sg:ter:imperf
159,przed,prep:inst:nwok
160,dom,subst:sg:inst:m3
161,.,interp
162,zresztą,qub
163,",",interp
164,nic,subst:sg:nom:n
165,by,qub
166,nie,qub
167,pomóc,praet:sg:n:perf
168,",",interp
169,nawet,qub
170,gdybym,ign
171,on,ppron3:sg:dat:m1:ter:nakc:npraep
172,on,ppron3:sg:acc:f:ter:akc:npraep
173,nadać,praet:sg:m1:perf
174,.,interp
0,1,adj:sg:nom:n:pos
1,.,interp
2,kontrolować,pact:sg:nom:m1:imperf:aff
3,podlegać,fin:sg:ter:imperf
4,wyłączyć,ger:sg:dat:n:perf:aff
5,od,prep:gen:nwok
6,udział,subst:sg:gen:m3
7,w,prep:loc:nwok
8,kontrola,subst:sg:loc:f
9,",",interp
10,na,prep:acc
11,wniosek,subst:sg:acc:m3
12,lub,conj
13,z,prep:gen:nwok
14,urząd,subst:sg:gen:m3
15,",",interp
16,jeżeli,comp
17,wynik,subst:pl:nom:m3
18,kontrola,subst:sg:gen:f
19,móc,fin:pl:ter:imperf
20,dotyczyć,inf:imperf
21,on,ppron3:sg:gen:m1:ter:akc:npraep
22,prawo,subst:pl:gen:n
23,lub,conj
24,obowiązek,subst:pl:gen:m3
25,albo,conj
26,prawo,subst:pl:gen:n
27,lub,conj
28,obowiązek,subst:pl:gen:m3
29,on,ppron3:sg:gen:m3:ter:akc:npraep
30,małżonek,subst:sg:gen:m1
31,lub,conj
32,osoba,subst:sg:gen:f
33,pozostawać,pact:sg:gen:f:imperf:aff
34,z,prep:inst:nwok
35,on,ppron3:sg:inst:m1:ter:akc:praep
36,faktycznie,adv:pos
37,w,prep:loc:wok
38,wspólny,adj:sg:loc:n:pos
39,pożycie,subst:sg:loc:n
40,",",interp
41,krewny,adj:pl:loc:m3:pos
42,i,conj
43,powinowaty,adj:pl:loc:m3:pos
44,do,prep:gen
45,drugi,adj:sg:gen:m3:pos
46,stopień,subst:sg:gen:m3
47,albo,conj
48,osoba,subst:pl:gen:f
49,związany,adj:pl:gen:f:pos
50,z,prep:inst:nwok
51,on,ppron3:sg:inst:m3:ter:akc:praep
52,z,prep:gen:nwok
53,tytuł,subst:sg:gen:m3
54,przysposobienie,subst:sg:gen:n
55,",",interp
56,opieka,subst:sg:gen:f
57,lub,conj
58,kuratela,subst:sg:gen:f
59,.,interp
60,powód,subst:pl:nom:m3
61,wyłączenie,subst:sg:gen:n
62,kontrolować,pact:sg:gen:m3:imperf:aff
63,trwać,fin:pl:ter:imperf
64,mimo,prep:gen
65,ustać,ger:sg:gen:n:perf:aff
66,małżeństwo,subst:sg:gen:n
67,",",interp
68,wspólny,adj:sg:gen:n:pos
69,pożycie,subst:sg:gen:n
70,",",interp
71,przysposobienie,subst:sg:gen:n
72,",",interp
73,opieka,subst:sg:gen:f
74,lub,conj
75,kuratela,subst:sg:gen:f
76,.,interp
77,2,num:pl:nom:f:congr
78,.,interp
79,kontrolować,pact:sg:nom:m1:imperf:aff
80,podlegać,fin:sg:ter:imperf
81,wyłączyć,ger:sg:dat:n:perf:aff
82,również,qub
83,w,prep:loc:nwok
84,raz,subst:sg:loc:m3
85,zaistnieć,ger:sg:gen:n:perf:aff
86,w,prep:loc:nwok
87,tok,subst:sg:loc:m3
88,kontrola,subst:sg:gen:f
89,okoliczność,subst:pl:gen:f
90,móc,pact:pl:gen:f:imperf:aff
91,wywołać,inf:perf
92,uzasadniony,adj:pl:acc:f:pos
93,wątpliwość,subst:pl:acc:f
94,co,comp
95,do,prep:gen
96,on,ppron3:sg:gen:m1:ter:akc:npraep
97,bezstronność,subst:sg:gen:f
98,.,interp
99,3,adj:sg:nom:n:pos
100,.,interp
101,o,prep:loc
102,wyłączenie,subst:sg:loc:n
103,decydować,fin:sg:ter:imperf
104,jednostka,subst:sg:nom:f
105,kontrolować,pact:sg:nom:f:imperf:aff
106,.,interp
107,1,adj:sg:nom:m3:pos
108,.,interp
109,kontrolować,pact:pl:nom:m1:imperf:aff
110,dokonywać,fin:pl:ter:imperf
111,ustalenie,subst:pl:gen:n
112,stan,subst:sg:gen:m3
113,faktyczny,adj:sg:gen:m3:pos
114,na,prep:loc
115,podstawa,subst:sg:loc:f
116,zebrany,adj:pl:gen:m1:pos
117,w,prep:loc:nwok
118,tok,subst:sg:loc:m3
119,kontrola,subst:sg:gen:f
120,dowód,subst:pl:gen:m3
121,.,interp
122,2,num:pl:nom:m3:congr
123,.,interp
124,dowód,subst:pl:inst:m3
125,być,fin:pl:ter:imperf
126,w,prep:loc:nwok
127,szczególność,subst:sg:loc:f
128,:,interp
129,dokument,subst:pl:nom:m3
130,i,conj
131,inny,adj:pl:nom:m3:pos
132,nośnik,subst:pl:nom:m3
133,informacja,subst:pl:gen:f
134,",",interp
135,zabezpieczyć,ppas:pl:acc:f:perf:aff
136,rzecz,subst:pl:acc:f
137,",",interp
138,opinia,subst:pl:acc:f
139,biegły,subst:pl:gen:m1
140,",",interp
141,wynik,subst:pl:acc:m3
142,oględziny,subst:pl:gen:n
143,",",interp
144,jak,conj
145,również,conj
146,pisemny,adj:pl:acc:n:pos
147,wyjaśnienie,subst:pl:acc:n
148,i,conj
149,oświadczenie,subst:pl:acc:n
150,.,interp
151,3,num:pl:nom:n:congr
152,.,interp
153,zebrać,ppas:pl:nom:m3:perf:aff
154,w,prep:loc:nwok
155,tok,subst:sg:loc:m3
156,postępowanie,subst:sg:gen:n
157,kontrolny,adj:sg:gen:n:pos
158,materiał,subst:pl:nom:m3
159,dowodowy,adj:pl:nom:m3:pos
160,kontrolować,pact:sg:nom:m3:imperf:aff
161,odpowiednio,adv:pos
162,zabezpieczać,fin:pl:ter:imperf
163,.,interp
0,dla,prep:gen
1,odróżnić,ger:sg:gen:n:perf:aff
2,trzy,num:pl:gen:m3:congr
3,kwark,subst:pl:gen:m3
4,od,prep:gen:nwok
5,siebie,siebie:gen
6,wprowadzić,imps:perf
7,on,ppron3:pl:gen:m1:ter:akc:npraep
8,własność,subst:sg:acc:f
9,",",interp
10,który,adj:sg:acc:f:pos
11,nazwać,imps:perf
12,zapach,subst:sg:inst:m3
13,(,interp
14,w,prep:loc:nwok
15,język,subst:sg:loc:m3
16,angielski,adj:sg:loc:m3:pos
17,flavor,ign
18,),interp
19,.,interp
20,zapach,subst:pl:nom:m3
21,trzy,num:pl:gen:m3:congr
22,kwark,subst:pl:gen:m3
23,otrzymać,praet:pl:n:perf
24,oznaczenie,subst:pl:acc:n
25,literowy,adj:pl:acc:n:pos
26,ulica,brev:pun
27,",",interp
28,dzień,brev:npun
29,i,conj
30,strasznie,adv:pos
31,od,prep:gen:nwok
32,angielski,adj:pl:gen:n:pos
33,słowo,subst:pl:gen:n
34,up,interj
35,-,interp
36,górny,adj:sg:acc:m3:pos
37,",",interp
38,down,ign
39,-,interp
40,dolny,adj:sg:acc:m3:pos
41,i,conj
42,strange,ign
43,-,interp
44,dziwny,adj:sg:nom:m1:pos
45,.,interp
46,aby,comp
47,można,pred
48,być,praet:sg:n:imperf
49,z,prep:gen:nwok
50,trzy,num:pl:gen:m3:congr
51,kwark,subst:pl:gen:m3
52,utworzyć,inf:perf
53,różny,adj:pl:acc:m3:pos
54,barion,subst:pl:acc:m3
55,",",interp
56,a,conj
57,z,prep:gen:nwok
58,para,subst:pl:gen:f
59,kwark,subst:sg:nom:m3
60,-,interp
61,antykwark,subst:sg:nom:m3
62,różny,adj:pl:nom:m3:pos
63,mezon,subst:pl:nom:m3
64,",",interp
65,mieć,pact:pl:nom:m3:imperf:aff
66,ładunek,subst:pl:acc:m3
67,równy,adj:pl:acc:m3:pos
68,całkowity,adj:pl:dat:m3:pos
69,wielokrotność,subst:pl:dat:f
70,ładunek,subst:sg:gen:m3
71,elementarny,adj:sg:gen:m3:pos
72,e,brev:pun
73,",",interp
74,kwark,subst:pl:nom:m3
75,musieć,fin:pl:ter:imperf
76,mieć,inf:imperf
77,ładunek,subst:pl:acc:m3
78,wyrażać,pact:pl:acc:m3:imperf:aff
79,się,qub
80,przez,prep:acc:nwok
81,dupa,subst:sg:acc:f
82,liczba,subst:pl:inst:f
83,ułamkowy,adj:pl:inst:f:pos
84,:,interp
85,antykwark,subst:pl:gen:m3
86,mieć,fin:pl:ter:imperf
87,znak,subst:pl:acc:m3
88,przeciwny,adj:pl:acc:m3:pos
89,.,interp
0,-,interp
1,oprócz,prep:gen
2,pielęgniarka,subst:pl:gen:f
3,i,conj
4,rehabilitant,subst:pl:gen:m1
5,pracować,fin:sg:ter:imperf
6,u,prep:gen
7,my,ppron12:pl:gen:m1:pri
8,bezinteresownie,adv:pos
9,grono,subst:sg:nom:n
10,wychowawca,subst:pl:gen:m1
11,",",interp
12,pani,subst:pl:gen:f
13,przygotowywać,pact:pl:gen:f:imperf:aff
14,posiłki,subst:pl:acc:n
15,",",interp
16,student,subst:pl:nom:m1
17,",",interp
18,licealista,subst:pl:nom:m1
19,",",interp
20,uczeń,subst:pl:nom:m1
21,szkoła,subst:pl:gen:f
22,policealny,adj:pl:gen:f:pos
23,.,interp
24,współpracować,fin:pl:ter:imperf
25,z,prep:inst:nwok
26,my,ppron12:pl:inst:m1:pri
27,lekarz,subst:pl:nom:m1
28,",",interp
29,a,conj
30,także,conj
31,dziecko,subst:pl:nom:n
32,",",interp
33,uczeń,subst:pl:nom:m1
34,szkoła,subst:pl:gen:f
35,podstawowy,adj:pl:gen:f:pos
36,z,prep:gen:wok
37,skarpa,subst:sg:gen:f
38,",",interp
39,który,adj:pl:nom:m1:pos
40,między innymi,brev:pun
41,.,interp
42,przygotowywać,fin:pl:ter:imperf
43,wspaniały,adj:pl:acc:f:pos
44,wigilia,subst:pl:acc:f
45,i,conj
46,akcja,subst:sg:acc:f
47,świąteczny,adj:sg:gen:f:pos
48,pomoc,subst:sg:gen:f
49,.,interp
50,natomiast,conj
51,finansowo,adv:pos
52,zabezpieczać,fin:sg:ter:imperf
53,nasz,adj:sg:acc:f:pos
54,praca,subst:sg:acc:f
55,dotacja,subst:sg:nom:f
56,",",interp
57,jaki,adj:sg:acc:f:pos
58,otrzymywać,fin:pl:pri:imperf
59,z,prep:gen:nwok
60,budżet,subst:sg:gen:m3
61,miasto,subst:sg:gen:n
62,za,prep:inst
63,pośrednictwo,subst:sg:inst:n
64,wydział,subst:sg:gen:m3
65,zdrowie,subst:sg:gen:n
66,i,conj
67,opieka,subst:sg:gen:f
68,społeczny,adj:sg:gen:f:pos
69,urząd,subst:sg:gen:m3
70,miejski,adj:sg:gen:m3:pos
71,",",interp
72,oraz,conj
73,umowa,subst:sg:nom:f
74,na,prep:acc
75,nasz,adj:pl:acc:f:pos
76,usługa,subst:pl:acc:f
77,podpisać,ppas:sg:nom:f:perf:aff
78,przez,prep:acc:nwok
79,my,ppron12:pl:acc:m1:pri
80,jako,conj
81,niepubliczny,adj:sg:acc:f:pos
82,jednostka,subst:sg:acc:f
83,opieka,subst:sg:gen:f
84,zdrowotny,adj:sg:gen:f:pos
85,z,prep:inst:nwok
86,kasa,subst:sg:inst:f
87,chory,subst:pl:gen:m1
88,.,interp
89,otrzymywać,fin:pl:pri:imperf
90,poza,prep:inst
91,to,subst:sg:inst:n
92,doraźny,adj:sg:acc:f:pos
93,pomoc,subst:sg:acc:f
94,od,prep:gen:nwok
95,osoba,subst:pl:gen:f
96,indywidualny,adj:pl:gen:f:pos
97,",",interp
98,a,conj
99,ostatnio,adv:pos
100,PFRON,subst:sg:nom:m3
101,ufundować,praet:sg:m3:perf
102,dla,prep:gen
103,my,ppron12:pl:gen:m1:pri
104,samochód,subst:sg:nom:m3
105,.,interp
106,-,interp
107,dlaczego,adv
108,"""",interp
109,Caritas,subst:sg:dat:m3
110,"""",interp
111,w,prep:loc:nwok
112,Polska,subst:sg:loc:f
113,zależeć,fin:sg:ter:imperf
114,w,prep:loc:nwok
115,ogół,subst:sg:loc:m3
116,na,prep:loc
117,prowadzić,ger:sg:loc:n:imperf:aff
118,działalność,subst:sg:gen:f
119,charytatywny,adj:sg:gen:f:pos
120,",",interp
121,skoro,comp
122,fundusz,subst:pl:acc:m3
123,na,prep:acc
124,ten,adj:sg:acc:m3:pos
125,cel,subst:sg:acc:m3
126,często,adv:pos
127,pochodzić,fin:pl:ter:imperf
128,z,prep:gen:wok
129,źródło,subst:pl:gen:n
130,zewnętrzny,adj:pl:gen:n:pos
131,?,interp
0,w,prep:loc:nwok
1,żaden,adj:sg:loc:m3:pos
2,wypadek,subst:sg:loc:m3
3,!,interp
4,prosić,fin:sg:pri:imperf
5,pani,subst:sg:gen:f
6,",",interp
7,Norbercik,subst:sg:nom:m1
8,to,pred
9,złoty,adj:sg:nom:n:pos
10,dziecko,subst:sg:nom:n
11,.,interp
12,uczynny,adj:sg:nom:m1:pos
13,",",interp
14,dobrze,adv:pos
15,wychować,ppas:sg:nom:m1:perf:aff
16,",",interp
17,czuły,adj:sg:nom:m1:pos
18,i,conj
19,troskliwy,adj:sg:nom:m1:pos
20,domator,subst:sg:nom:m1
21,.,interp
22,ale,conj
23,żaden,adj:sg:nom:f:pos
24,tam,qub
25,ciapa,subst:sg:nom:f
26,!,interp
27,tenis,subst:sg:nom:m3
28,",",interp
29,jazda,subst:sg:nom:f
30,konny,adj:sg:nom:f:pos
31,",",interp
32,golf,subst:sg:nom:m2
33,.,interp
34,.,interp
35,.,interp
36,pływać,ger:sg:nom:n:imperf:aff
37,.,interp
38,trzy,num:pl:nom:m3:congr
39,język,subst:pl:nom:m3
40,obcy,adj:pl:nom:m3:pos
41,:,interp
42,włoski,adj:sg:nom:m3:pos
43,",",interp
44,francuski,adj:sg:nom:m3:pos
45,i,conj
46,hiszpański,adj:sg:nom:m3:pos
47,.,interp
48,o,prep:loc
49,angielski,subst:sg:loc:m3
50,nie,qub
51,mówić,fin:sg:pri:imperf
52,",",interp
53,bo,comp
54,to,subst:sg:nom:n
55,już,qub
56,nie,qub
57,być,fin:sg:ter:imperf
58,język,subst:sg:nom:m3
59,obcy,adj:sg:nom:m3:pos
60,.,interp
61,Pech,subst:sg:nom:m1
62,chcieć,praet:sg:m1:imperf
63,",",interp
64,że,comp
65,na,prep:loc
66,drugi,adj:sg:loc:m3:pos
67,rok,subst:sg:loc:m3
68,studia,subst:pl:gen:n
69,zakochać,praet:sg:m1:perf
70,się,qub
71,z,prep:inst:nwok
72,wzajemność,subst:sg:inst:f
73,w,prep:loc:nwok
74,ten,adj:sg:loc:f:pos
75,Klaudia,subst:sg:loc:f
76,.,interp
77,Magda,subst:sg:nom:f
78,:,interp
79,ile,num:pl:nom:m3:rec
80,język,subst:pl:gen:m3
81,obcy,subst:pl:gen:m1
82,?,interp
83,Waldemar,subst:sg:nom:m1
84,:,interp
85,mówić,praet:sg:m1:imperf
86,być,aglt:sg:pri:imperf:wok
87,trzy,subst:sg:acc:n
88,plus,conj
89,angielski,adj:sg:nom:m1:pos
90,.,interp
91,Magda,subst:sg:nom:f
92,:,interp
93,pytać,praet:sg:f:imperf
94,być,aglt:sg:pri:imperf:nwok
95,o,prep:acc
96,Klaudia,subst:sg:acc:f
97,.,interp
0,8,adj:sg:nom:m3:pos
1,.,interp
2,aby,comp
3,przeglądnąć,inf:perf
4,kolejny,adj:sg:acc:f:pos
5,strona,subst:sg:acc:f
6,trafienie,subst:pl:gen:n
7,",",interp
8,przewinąć,impt:sg:sec:perf
9,dokument,subst:sg:acc:m3
10,do,prep:gen
11,koniec,subst:sg:gen:m3
12,i,conj
13,kliknąć,impt:sg:sec:perf
14,numer,subst:sg:acc:m3
15,strona,subst:sg:gen:f
16,lub,conj
17,kliknąć,impt:sg:sec:perf
18,odnośnik,subst:sg:acc:m3
19,następna,subst:sg:nom:f
20,(,interp
21,rysunek,subst:sg:nom:m3
22,3.2,num:pl:nom:m3:rec
23,),interp
24,.,interp
25,9,adj:sg:gen:m3:pos
26,.,interp
27,jeśli,comp
28,lista,subst:sg:nom:f
29,wyszukany,adj:pl:gen:f:pos
30,pozycja,subst:pl:gen:f
31,być,fin:sg:ter:imperf
32,zbyt,qub
33,obszerny,adj:sg:nom:f:pos
34,",",interp
35,kliknąć,impt:sg:sec:perf
36,łącze,subst:sg:acc:n
37,Szukaj,subst:sg:gen:f
38,w,prep:loc:nwok
39,wynik,subst:pl:loc:m3
40,(,interp
41,rysunek,subst:sg:nom:m3
42,3.3,num:pl:nom:m3:rec
43,),interp
44,.,interp
45,10,num:pl:nom:f:rec
46,.,interp
47,kłopot,subst:sg:nom:m3
48,z,prep:inst:nwok
49,nadmiar,subst:sg:inst:m3
50,wyszukać,ppas:pl:gen:m3:perf:aff
51,dokument,subst:pl:gen:m3
52,często,adv:sup
53,wynikać,fin:sg:ter:imperf
54,z,prep:gen:wok
55,zbyt,qub
56,ubogi,adj:sg:gen:f:pos
57,lista,subst:sg:gen:f
58,słowo,subst:pl:gen:n
59,kluczowy,adj:pl:gen:n:pos
60,.,interp
61,dodać,impt:sg:sec:perf
62,w,prep:loc:nwok
63,okno,subst:sg:loc:n
64,",",interp
65,który,adj:sg:nom:n:pos
66,się,qub
67,ukazać,fin:sg:ter:perf
68,",",interp
69,jeden,adj:sg:acc:n:pos
70,lub,conj
71,dwa,num:pl:acc:n:congr
72,dodatkowy,adj:pl:acc:n:pos
73,słowo,subst:pl:acc:n
74,kluczowy,adj:pl:acc:n:pos
75,i,conj
76,kliknąć,impt:sg:sec:perf
77,przycisk,subst:sg:acc:m3
78,Szukaj,subst:sg:gen:f
79,w,prep:loc:nwok
80,wynik,subst:pl:loc:m3
81,(,interp
82,rysunek,subst:sg:nom:m3
83,3.4,num:pl:nom:m3:rec
84,),interp
85,",",interp
86,a,conj
87,liczba,subst:sg:nom:f
88,rezultat,subst:pl:gen:m3
89,wyszukiwać,ger:sg:gen:n:imperf:aff
90,powinien,winien:sg:f:imperf
91,się,qub
92,zmniejszyć,inf:perf
93,.,interp
0,SLD,subst:sg:nom:m3
1,miotać,fin:sg:ter:imperf
2,się,qub
3,teraz,adv
4,w,prep:loc:nwok
5,sidło,subst:pl:loc:n
6,",",interp
7,który,adj:pl:acc:n:pos
8,sam,adj:sg:nom:m1:pos
9,zastawić,praet:sg:m1:perf
10,.,interp
11,nie,qub
12,naprawić,fin:sg:ter:perf
13,finanse,subst:pl:gen:n
14,państwo,subst:sg:gen:n
15,bez,prep:gen:nwok
16,odciąć,ger:sg:gen:n:perf:aff
17,się,qub
18,od,prep:gen:nwok
19,populistyczny,adj:pl:gen:n:pos
20,hasło,subst:pl:gen:n
21,",",interp
22,jaki,adj:sg:acc:n:pos
23,chętnie,adv:pos
24,umieszczać,praet:sg:m1:imperf
25,na,prep:loc
26,swój,adj:pl:loc:m3:pos
27,sztandar,subst:pl:loc:m3
28,.,interp
29,nie,qub
30,zrobić,fin:sg:ter:perf
31,to,subst:sg:gen:n
32,także,conj
33,bez,prep:gen:nwok
34,przekonanie,subst:sg:gen:n
35,do,prep:gen
36,reforma,subst:pl:gen:f
37,część,subst:sg:gen:f
38,opozycja,subst:sg:gen:f
39,",",interp
40,który,adj:sg:gen:f:pos
41,większość,subst:sg:nom:f
42,już,qub
43,dawno,adv:pos
44,przelicytować,praet:sg:f:perf
45,on,ppron3:sg:acc:m1:ter:nakc:npraep
46,w,prep:loc:nwok
47,troska,subst:sg:loc:f
48,o,prep:loc
49,ubogi,subst:pl:loc:m1
50,.,interp
51,zaś,conj
52,wątpliwy,adj:sg:nom:n:pos
53,być,fin:sg:ter:imperf
54,",",interp
55,aby,comp
56,on,ppron3:sg:gen:f:ter:akc:npraep
57,odpowiedzialny,adj:sg:nom:f:pos
58,część,subst:sg:nom:f
59,poprzeć,praet:sg:f:perf
60,pakiet,subst:sg:acc:m3
61,wicepremier,subst:sg:gen:m1
62,",",interp
63,który,adj:sg:nom:m1:pos
64,-,interp
65,wbrew,prep:dat
66,on,ppron3:sg:gen:m1:ter:akc:npraep
67,zapowiedź,subst:pl:dat:f
