,base,tag
44,pozwolić,praet:sg:m1:perf
45,ustrzelić,inf:perf
46,na,prep:acc
47,Boży,adj:sg:acc:n:pos
48,Narodzenie,subst:sg:acc:n
49,pół,subst:sg:acc:n
50,kopa,subst:sg:gen:f
51,Polak,subst:pl:gen:m1
52,",",interp
53,a,conj
54,na,prep:acc
55,Nowy,adj:sg:acc:m3:pos
56,rok,subst:sg:acc:m3
57,kopa,subst:sg:acc:f
58,Francuz,subst:pl:gen:m1
59,",",interp
60,jakby,comp
61,to,pred
62,być,praet:sg:n:imperf
63,pięknie,adv:pos
64,z,prep:gen:nwok
65,on,ppron3:sg:gen:m1:ter:akc:npraep
66,strona,subst:sg:gen:f
67,!,interp
68,trudno,adv:pos
69,o,prep:acc
70,bardzo,adv:com
71,jasny,adj:sg:acc:m3:pos
72,i,conj
73,dosadny,adj:sg:acc:m3:pos
74,przykład,subst:sg:acc:m3
75,postrzeganie,subst:sg:gen:n
76,Niemiec,subst:pl:gen:m1
77,.,interp
78,natomiast,conj
79,pozytywny,adj:sg:nom:m3:pos
80,stereotyp,subst:sg:nom:m3
81,Niemiec,subst:sg:gen:m1
82,w,prep:loc:nwok
83,polski,adj:sg:loc:f:pos
84,prasa,subst:sg:loc:f
85,pojawiać,praet:sg:m3:imperf
86,się,qub
87,sporadycznie,adv:pos
88,i,conj
89,dotyczyć,praet:sg:m3:imperf
90,niemiecki,adj:sg:gen:f:pos
91,gospodarność,subst:sg:gen:f
92,",",interp
93,punktualność,subst:sg:gen:f
94,",",interp
95,czyli,conj
96,ten,adj:sg:gen:n:pos
97,wszystko,subst:sg:gen:n
98,",",interp
99,co,subst:sg:nom:n
100,składać,fin:sg:ter:imperf
101,się,qub
102,na,prep:acc
103,tak zwany,brev:pun
104,.,interp
105,Deutsche,subst:sg:acc:m3
106,Ordnung,subst:sg:nom:m3
107,.,interp
0,-,interp
1,tak,qub
2,",",interp
3,bo,comp
4,widzieć,fin:pl:ter:imperf
5,",",interp
6,że,comp
7,okazować,fin:pl:pri:imperf
8,szacunek,subst:sg:acc:m3
9,.,interp
10,"""",interp
11,Use,xxx
12,deadly,xxx
13,force,subst:sg:nom:m3
14,"""",interp
15,z,prep:gen:nwok
16,jeden,adj:sg:gen:f:pos
17,strona,subst:sg:gen:f
18,",",interp
19,a,conj
20,z,prep:gen:nwok
21,drugi,adj:sg:gen:f:pos
22,ochraniacz,subst:pl:nom:m3
23,na,prep:acc
24,but,subst:pl:acc:m3
25,",",interp
26,szacunek,subst:sg:acc:m3
27,.,interp
28,czy,qub
29,być,bedzie:sg:ter:imperf
30,przesada,subst:sg:inst:f
31,twierdzić,ger:sg:nom:n:imperf:aff
32,",",interp
33,że,comp
34,ONZ,subst:sg:nom:m3
35,powinien,winien:sg:m1:imperf
36,brać,inf:imperf
37,lekcja,subst:pl:acc:f
38,u,prep:gen
39,ten,adj:pl:gen:m1:pos
40,żołnierz,subst:pl:gen:m1
41,z,prep:gen:nwok
42,Gotlandia,subst:sg:gen:f
43,?,interp
44,sporo,num:pl:acc:m3:rec
45,można,pred
46,powiedzieć,inf:perf
47,o,prep:loc
48,bałkański,adj:pl:loc:m3:pos
49,naród,subst:pl:loc:m3
50,",",interp
51,ale,conj
52,mieć,fin:pl:ter:imperf
53,jeden,adj:sg:acc:f:pos
54,sympatyczny,adj:sg:acc:f:pos
55,cecha,subst:sg:acc:f
56,-,interp
57,gardzić,fin:pl:ter:imperf
58,opiekun,subst:pl:inst:m1
59,",",interp
60,który,adj:pl:nom:m1:pos
61,nie,qub
62,brać,fin:pl:ter:imperf
63,siebie,siebie:gen
64,sam,adj:pl:gen:m1:pos
65,serio,adj:pl:nom:m1:pos
66,.,interp
67,jak,adv:pos
68,na,prep:acc
69,przykład,subst:sg:acc:m3
70,ONZ,subst:sg:acc:m3
71,.,interp
72,szanować,fin:pl:ter:imperf
73,natomiast,conj
74,przeciwnik,subst:pl:gen:m1
75,",",interp
76,który,adj:pl:nom:m1:pos
77,być,inf:imperf
78,móc,fin:sg:ter:imperf
79,naiwnie,adv:pos
80,tak,adv:pos
81,jak,adv:pos
82,on,ppron3:pl:nom:m1:ter:akc:npraep
83,sam,adj:pl:nom:m1:pos
84,wierzyć,fin:pl:ter:imperf
85,w,prep:acc:nwok
86,to,subst:sg:acc:n
87,",",interp
88,co,subst:sg:acc:n
89,robić,fin:pl:ter:imperf
90,.,interp
91,jak,adv:pos
92,na,prep:acc
93,przykład,subst:sg:acc:m3
94,Micke,subst:sg:nom:n
95,.,interp
96,post_scriptum,brev:npun
97,pan,subst:pl:nom:m1
98,Bajrami,subst:sg:nom:m1
99,",",interp
100,Bangura,subst:sg:nom:m1
101,",",interp
102,Bhattacharya,subst:sg:nom:m1
103,",",interp
104,mister,brev:npun
105,Smith,subst:sg:nom:m1
106,i,conj
107,Fatmir,subst:sg:nom:m1
108,w,prep:loc:nwok
109,rzeczywistość,subst:sg:loc:f
110,nazywać,fin:pl:ter:imperf
111,się,qub
112,inaczej,adv
113,.,interp
114,Ioan,subst:sg:nom:m1
115,Woollett,subst:sg:nom:m1
116,zostać,praet:sg:m1:perf
117,w,prep:loc:nwok
118,Kosów,subst:sg:loc:m3
119,oskarżyć,ppas:sg:nom:m1:perf:aff
120,",",interp
121,lecz,conj
122,zdążyć,praet:sg:m1:perf
123,na,prep:acc
124,czas,subst:sg:acc:m3
125,opuścić,inf:perf
126,prowincja,subst:sg:acc:f
127,.,interp
128,Albin,subst:sg:nom:m1
129,Kurti,subst:sg:nom:m1
130,w,prep:loc:nwok
131,luty,subst:sg:loc:m3
132,2007,adj:sg:gen:m3:pos
133,rok,subst:sg:loc:m3
134,wzywać,praet:sg:m1:imperf
135,do,prep:gen
136,demonstracja,subst:sg:gen:f
137,przeciw,prep:dat
138,ONZ,subst:sg:acc:m3
139,",",interp
140,co,subst:sg:nom:n
141,doprowadzić,praet:sg:n:perf
142,do,prep:gen
143,zamieszki,subst:pl:gen:n
144,",",interp
145,w,prep:loc:nwok
146,trakt,subst:sg:loc:m3
147,który,adj:pl:gen:m1:pos
148,około,qub
149,osiemdziesiąt,num:pl:nom:m1:rec
150,demonstrant,subst:pl:gen:m1
151,zostać,praet:sg:n:perf
152,ranny,adj:pl:gen:m1:pos
153,",",interp
154,a,conj
155,dwa,num:pl:nom:m1:rec
156,zginąć,praet:sg:n:perf
157,od,prep:gen:nwok
158,gumowy,adj:pl:gen:m1:pos
159,kula,subst:pl:gen:f
160,oenzetowski,adj:pl:gen:m1:pos
161,policjant,subst:pl:gen:m1
162,.,interp
163,Kurti,subst:sg:nom:m1
164,zostać,praet:sg:m1:perf
165,oskarżyć,ppas:sg:nom:m1:perf:aff
166,o,prep:acc
167,podżegać,ger:sg:acc:n:imperf:aff
168,do,prep:gen
169,rozruch,subst:pl:gen:m3
170,i,conj
171,od,prep:gen:nwok
172,ten,adj:sg:gen:m3:pos
173,czas,subst:sg:gen:m3
174,przebywać,fin:sg:ter:imperf
175,w,prep:loc:nwok
176,areszt,subst:sg:loc:m3
177,.,interp
0,konkurs,subst:sg:nom:m3
1,o,prep:acc
2,tytuł,subst:sg:acc:m3
3,filantrop,subst:sg:gen:m1
4,rok,subst:sg:gen:m3
5,",",interp
6,który,adj:sg:gen:m3:pos
7,cel,subst:sg:inst:m3
8,być,fin:sg:ter:imperf
9,promocja,subst:sg:nom:f
10,filantropijny,adj:pl:gen:f:pos
11,postawa,subst:pl:gen:f
12,człowiek,subst:pl:gen:m1
13,biznes,subst:sg:gen:m3
14,",",interp
15,fundacja,subst:sg:nom:f
16,Elbląg,subst:sg:nom:m3
17,zorganizować,praet:sg:f:perf
18,już,qub
19,po,prep:acc
20,raz,subst:sg:acc:m3
21,drugi,adj:sg:acc:m3:pos
22,.,interp
23,w,prep:loc:nwok
24,ubiegły,adj:sg:loc:m3:pos
25,rok,subst:sg:loc:m3
26,statuetka,subst:sg:acc:f
27,Ferdynand,subst:sg:gen:m1
28,",",interp
29,nawiązywać,pact:sg:acc:f:imperf:aff
30,do,prep:gen
31,postać,subst:sg:gen:f
32,elbląski,adj:sg:gen:m1:pos
33,przemysłowiec,subst:sg:gen:m1
34,i,conj
35,filantrop,subst:sg:acc:m1
36,Ferdynand,subst:sg:acc:m1
37,Schichaua,subst:sg:acc:m1
38,",",interp
39,otrzymać,praet:sg:f:perf
40,firma,subst:sg:nom:f
41,Alstom,subst:sg:nom:m3
42,Power,subst:sg:nom:m3
43,.,interp
44,ten,adj:sg:inst:m3:pos
45,raz,subst:sg:inst:m3
46,do,prep:gen
47,ten,adj:sg:gen:m3:pos
48,zaszczytny,adj:sg:gen:m3:pos
49,tytuł,subst:sg:gen:m3
50,organizacja,subst:pl:nom:f
51,społeczny,adj:pl:nom:f:pos
52,",",interp
53,klub,subst:pl:nom:m3
54,i,conj
55,placówka,subst:pl:nom:f
56,nominować,praet:pl:f:imperf
57,kilkanaście,num:pl:acc:f:rec
58,firma,subst:pl:gen:f
59,.,interp
60,być,praet:pl:m3:imperf
61,to,pred
62,:,interp
63,przedstawicielstwo,subst:sg:nom:n
64,PZU,subst:sg:gen:m3
65,życie,subst:sg:nom:n
66,",",interp
67,Alstom,subst:sg:nom:m3
68,Power,subst:sg:nom:m3
69,",",interp
70,firma,subst:sg:nom:f
71,Partner,subst:sg:nom:m2
72,",",interp
73,sklep,subst:sg:nom:m3
74,konkurencja,subst:sg:nom:f
75,",",interp
76,firma,subst:sg:nom:f
77,Paters,subst:sg:nom:m3
78,",",interp
79,PPHU,subst:sg:nom:n
80,Indeco,subst:sg:nom:n
81,",",interp
82,PUH,subst:sg:nom:m3
83,Elpad,subst:sg:nom:m3
84,",",interp
85,PPH,subst:sg:nom:n
86,piekarnia,subst:sg:nom:f
87,Marlino,subst:sg:nom:n
88,",",interp
89,PUPH,subst:sg:nom:n
90,Techtrans,subst:sg:nom:m3
91,",",interp
92,firma,subst:sg:nom:f
93,Prozamet,subst:sg:nom:m3
94,",",interp
95,biuro,subst:sg:nom:n
96,rachunkowy,adj:sg:nom:n:pos
97,Bogusława,subst:sg:gen:f
98,Nowaczyk,subst:sg:gen:f
99,",",interp
100,PPU,subst:sg:nom:n
101,Elzam,subst:sg:nom:m3
102,holding,subst:sg:nom:m3
103,",",interp
104,cukiernia,subst:sg:nom:f
105,Anetka,subst:sg:nom:f
106,",",interp
107,cukiernia,subst:sg:nom:f
108,u,prep:gen
109,Wołek,subst:sg:gen:m1
110,",",interp
111,masarnia,subst:sg:nom:f
112,w,prep:loc:nwok
113,żurawiec,subst:sg:loc:m2
114,",",interp
115,piekarnictwo,subst:sg:nom:n
116,-,interp
117,cukiernictwo,subst:sg:nom:n
118,Alicja,subst:sg:gen:f
119,Olborska,subst:sg:gen:f
120,",",interp
121,agencja,subst:sg:nom:f
122,marketingowy,adj:sg:nom:f:pos
123,Anon,subst:sg:nom:f
124,1,adj:sg:nom:m3:pos
125,oraz,conj
126,piekarnia,subst:sg:nom:f
127,Roszczyk,subst:sg:nom:f
128,w,prep:loc:nwok
129,Pasłęk,subst:sg:loc:m3
130,.,interp
131,wysoki,adj:sg:acc:n:sup
132,uznanie,subst:sg:acc:n
133,w,prep:loc:nwok
134,oko,subst:pl:loc:n
135,kapituła,subst:sg:gen:f
136,zyskać,praet:sg:f:perf
137,piekarnia,subst:sg:nom:f
138,Marlino,subst:sg:nom:f
139,Halina,subst:sg:gen:f
140,Dziurdź,subst:sg:nom:f
141,i,conj
142,Marian,subst:sg:gen:m1
143,Segedy,subst:sg:gen:m1
144,",",interp
145,nominować,ppas:sg:nom:f:perf:aff
146,aż,qub
147,przez,prep:acc:nwok
148,sześć,num:pl:acc:f:rec
149,organizacja,subst:pl:gen:f
150,.,interp
151,wyróżnienie,subst:pl:acc:n
152,przyznać,imps:perf
153,dwa,num:pl:dat:f:congr
154,inny,adj:pl:dat:f:pos
155,firma,subst:pl:dat:f
156,—,interp
157,elbląski,adj:sg:dat:n:pos
158,przedstawicielstwo,subst:sg:dat:n
159,PZU,subst:sg:gen:m3
160,życie,subst:sg:nom:n
161,oraz,conj
162,Elzamowi,subst:sg:nom:m3
163,holding,subst:sg:nom:m3
164,.,interp
0,aby,comp
1,określić,inf:perf
2,udział,subst:sg:acc:m3
3,jeleń,subst:pl:gen:m2
4,i,conj
5,sarna,subst:pl:gen:f
6,w,prep:loc:nwok
7,szkoda,subst:pl:loc:f
8,",",interp
9,wykonać,imps:perf
10,zimowy,adj:pl:acc:n:pos
11,tropić,ger:sg:gen:n:imperf:aff
12,trasa,subst:pl:gen:f
13,żerować,ger:sg:gen:n:imperf:aff
14,ten,adj:pl:gen:m3:pos
15,gatunek,subst:pl:gen:m3
16,.,interp
17,posuwać,pcon:imperf
18,się,qub
19,wzdłuż,prep:gen
20,trasa,subst:sg:gen:f
21,żerować,ger:sg:gen:n:imperf:aff
22,jeleń,subst:sg:gen:m2
23,lub,conj
24,sarna,subst:sg:gen:f
25,",",interp
26,notować,imps:imperf
27,gatunek,subst:sg:acc:m3
28,i,conj
29,średnica,subst:sg:acc:f
30,świeżo,adv:pos
31,zgryziony,adj:pl:gen:m3:pos
32,pęd,subst:pl:gen:m3
33,główny,adj:pl:gen:m3:pos
34,gatunek,subst:pl:gen:m3
35,lasotwórczy,adj:pl:gen:m3:pos
36,.,interp
37,na,prep:loc
38,ten,adj:sg:loc:f:pos
39,podstawa,subst:sg:loc:f
40,-,interp
41,osobno,adv:pos
42,dla,prep:gen
43,jeleń,subst:pl:gen:m1
44,i,conj
45,sarna,subst:pl:gen:f
46,oraz,conj
47,dla,prep:gen
48,poszczególny,adj:pl:gen:m3:pos
49,gatunek,subst:pl:gen:m3
50,drzewo,subst:pl:gen:n
51,-,interp
52,obliczyć,ppas:sg:nom:m3:perf:aff
53,zostać,praet:sg:m3:perf
54,udział,subst:sg:nom:m3
55,zgryzać,ppas:pl:gen:m3:imperf:aff
56,pęd,subst:pl:gen:m3
57,w,prep:loc:nwok
58,poszczególny,adj:pl:loc:m3:pos
59,przedział,subst:pl:loc:m3
60,średnica,subst:pl:gen:f
61,żer,subst:sg:gen:m3
62,.,interp
63,dla,prep:gen
64,każdy,adj:sg:gen:m3:pos
65,przedział,subst:sg:gen:m3
66,policzyć,imps:perf
67,też,qub
68,procent,subst:sg:acc:m3
69,pęd,subst:pl:gen:m3
70,zgryźć,ppas:pl:gen:m3:perf:aff
71,przez,prep:acc:nwok
72,jeleni,adj:pl:acc:m3:pos
73,i,conj
74,sarna,subst:pl:acc:f
75,",",interp
76,zmierzyć,ppas:sg:acc:m3:perf:aff
77,na,prep:loc
78,trasa,subst:pl:loc:f
79,żerować,ger:sg:gen:n:imperf:aff
80,.,interp
81,żerować,ger:sg:nom:n:imperf:aff
82,jeleń,subst:pl:gen:m2
83,i,conj
84,sarenPreferencje,subst:pl:gen:f
85,jeleniowaty,adj:pl:gen:f:pos
86,względem,prep:gen
87,gatunek,subst:pl:gen:m3
88,żer,subst:sg:gen:m3
89,pędowy,adj:sg:gen:m3:pos
90,ocenić,imps:perf
91,na,prep:loc
92,podstawa,subst:sg:loc:f
93,znaczny,adj:sg:loc:f:pos
94,ilość,subst:sg:gen:f
95,materiał,subst:sg:gen:m3
96,.,interp
97,w,prep:loc:nwok
98,nadleśnictwo,subst:sg:loc:n
99,Gdańsk,subst:sg:nom:m3
100,być,praet:pl:m3:imperf
101,to,pred
102,54,num:pl:nom:m3:congr
103,tysiąc,brev:pun
104,.,interp
105,pęd,subst:pl:gen:m3
106,",",interp
107,z,prep:gen:nwok
108,który,adj:pl:gen:m3:pos
109,4668,num:pl:nom:m3:rec
110,(,interp
111,"8,6",num:pl:nom:m3:congr
112,%,subst:sg:nom:m3
113,),interp
114,być,praet:sg:n:imperf
115,zgryźć,ppas:pl:gen:m1:perf:aff
116,przez,prep:acc:nwok
117,jeleni,adj:pl:acc:m3:pos
118,i,conj
119,sarna,subst:pl:acc:f
120,.,interp
0,kalendarzyk,subst:sg:nom:m3
1,",",interp
2,termometr,subst:sg:nom:m3
3,",",interp
4,pigułka,subst:sg:nom:f
5,czy,conj
6,prezerwatywa,subst:sg:nom:f
7,?,interp
8,który,adj:sg:acc:f:pos
9,z,prep:gen:nwok
10,metoda,subst:pl:gen:f
11,antykoncepcja,subst:sg:gen:f
12,wybrać,inf:perf
13,?,interp
14,co,subst:sg:acc:n
15,zrobić,inf:perf
16,",",interp
17,żeby,comp
18,zabezpieczyć,inf:perf
19,się,qub
20,przed,prep:inst:nwok
21,nieplanowanym,adj:sg:inst:n:pos
22,potomstwo,subst:sg:inst:n
23,?,interp
24,dobrze,adv:sup
25,oczywiście,qub
26,wybrać,inf:perf
27,wstrzemięźliwość,subst:sg:acc:f
28,",",interp
29,ale,conj
30,wtedy,adv
31,też,qub
32,trzeba,pred
33,zrezygnować,inf:perf
34,z,prep:gen:nwok
35,przyjemność,subst:sg:gen:f
36,.,interp
37,czy,qub
38,antykoncepcja,subst:sg:nom:f
39,być,fin:sg:ter:imperf
40,tylko,qub
41,problem,subst:sg:inst:m3
42,kobieta,subst:pl:gen:f
43,?,interp
44,czy,qub
45,jednak,conj
46,powinien,winien:sg:m1:imperf
47,zaangażować,inf:perf
48,się,qub
49,w,prep:acc:nwok
50,on,ppron3:sg:acc:f:ter:akc:praep
51,też,qub
52,partner,subst:sg:nom:m1
53,?,interp
54,jaki,adj:pl:nom:f:pos
55,wątpliwość,subst:pl:nom:f
56,mieć,fin:pl:ter:imperf
57,kobieta,subst:pl:nom:f
58,przy,prep:loc
59,wybór,subst:sg:loc:m3
60,odpowiedni,adj:sg:gen:f:pos
61,metoda,subst:sg:gen:f
62,antykoncepcyjny,adj:sg:gen:f:pos
63,?,interp
64,o,prep:acc
65,co,subst:sg:acc:n
66,często,adv:sup
67,pytać,fin:pl:ter:imperf
68,ginekolog,subst:sg:acc:m1
69,?,interp
70,w,prep:acc:nwok
71,środa,subst:sg:acc:f
72,",",interp
73,27,adj:sg:gen:m3:pos
74,luty,subst:sg:gen:m3
75,",",interp
76,o,prep:loc
77,godzina,subst:sg:loc:f
78,18.00,num:pl:nom:m3:rec
79,",",interp
80,w,prep:loc:nwok
81,program,subst:sg:loc:m3
82,rozmowa,subst:sg:gen:f
83,w,prep:loc:nwok
84,tok,subst:sg:loc:m3
85,Ewa,subst:sg:nom:f
86,Drzyzga,subst:sg:nom:f
87,",",interp
88,rozmawiać,praet:sg:f:imperf
89,na,prep:acc
90,temat,subst:sg:acc:m3
91,antykoncepcja,subst:sg:gen:f
92,-,interp
93,"""",interp
94,czy,qub
95,czuć,fin:sg:sec:imperf
96,się,qub
97,bezpieczny,adj:sg:nom:m1:pos
98,w,prep:loc:nwok
99,swój,adj:sg:loc:n:pos
100,łóżko,subst:sg:loc:n
101,?,interp
102,"""",interp
103,.,interp
104,bezpośrednio,adv:pos
105,po,prep:loc
106,zakończyć,ger:sg:loc:n:perf:aff
107,emisja,subst:sg:gen:f
108,program,subst:sg:gen:m3
109,-,interp
110,o,prep:loc
111,godzina,subst:sg:loc:f
112,19.00,num:pl:nom:m3:rec
113,-,interp
114,zaprosić,praet:pl:m1:perf
115,być,aglt:pl:pri:imperf:nwok
116,państwo,subst:pl:acc:m1
117,na,prep:acc
118,czat,subst:sg:acc:m3
119,",",interp
120,w,prep:loc:nwok
121,trakt,subst:sg:loc:m3
122,trwanie,subst:sg:gen:n
123,który,adj:sg:gen:n:pos
124,",",interp
125,doktor,brev:npun
126,Maria,subst:sg:nom:f
127,Szczawińska,subst:sg:nom:f
128,-,interp
129,specjalista,subst:sg:nom:m1
130,ginekolog,subst:sg:nom:m1
131,-,interp
132,położnik,subst:sg:nom:m1
133,odpowiadać,praet:sg:f:imperf
134,na,prep:acc
135,pytanie,subst:pl:acc:n
136,państwo,subst:sg:gen:n
137,powiązać,ppas:pl:acc:n:perf:aff
138,z,prep:inst:nwok
139,ten,adj:sg:inst:m3:pos
140,temat,subst:sg:inst:m3
141,.,interp
0,stwierdzać,fin:sg:pri:imperf
1,",",interp
2,że,comp
3,sejm,subst:sg:nom:m3
4,podjąć,praet:sg:m3:perf
5,uchwała,subst:sg:acc:f
6,w,prep:loc:nwok
7,sprawa,subst:sg:loc:f
8,powołanie,subst:sg:gen:n
9,i,conj
10,wybór,subst:sg:gen:m3
11,skład,subst:sg:gen:m3
12,osobowy,adj:sg:gen:m3:pos
13,komisja,subst:sg:gen:f
14,nadzwyczajny,adj:sg:gen:f:pos
15,do,prep:gen
16,rozpatrzyć,ger:sg:gen:n:perf:aff
17,projekt,subst:sg:gen:m3
18,ustawa,subst:sg:gen:f
19,o,prep:loc
20,ochrona,subst:sg:loc:f
21,informacja,subst:pl:gen:f
22,niejawny,adj:pl:gen:f:pos
23,.,interp
24,informować,fin:sg:pri:imperf
25,",",interp
26,że,comp
27,bezpośrednio,adv:pos
28,po,prep:loc
29,zakończyć,ger:sg:loc:n:perf:aff
30,głosowanie,subst:pl:gen:n
31,odbyć,fin:sg:ter:perf
32,się,qub
33,posiedzenie,subst:sg:nom:n
34,komisja,subst:sg:gen:f
35,nadzwyczajny,adj:sg:gen:f:pos
36,do,prep:gen
37,rozpatrzyć,ger:sg:gen:n:perf:aff
38,projekt,subst:sg:gen:m3
39,ustawa,subst:sg:gen:f
40,o,prep:loc
41,ochrona,subst:sg:loc:f
42,informacja,subst:pl:gen:f
43,niejawny,adj:pl:gen:f:pos
44,",",interp
45,w,prep:loc:nwok
46,sala,subst:sg:loc:f
47,numer,brev:npun
48,102,num:pl:nom:m3:congr
49,",",interp
50,w,prep:loc:nwok
51,cel,subst:sg:loc:m3
52,wybór,subst:sg:gen:m3
53,prezydium,subst:sg:nom:n
54,komisja,subst:sg:gen:f
55,.,interp
56,na,prep:loc
57,to,subst:sg:loc:n
58,wyczerpać,praet:pl:m1:perf
59,być,aglt:pl:pri:imperf:nwok
60,porządek,subst:sg:acc:m3
61,dzienny,adj:sg:acc:m3:pos
62,38,adj:sg:gen:m3:pos
63,posiedzenie,subst:sg:gen:n
64,sejm,subst:sg:gen:m3
65,Rzeczpospolita,subst:sg:gen:f
66,polski,adj:sg:gen:f:pos
67,.,interp
68,informować,fin:sg:pri:imperf
69,",",interp
70,że,comp
71,zgłosić,praet:pl:m1:perf
72,się,qub
73,poseł,subst:pl:nom:m1
74,w,prep:loc:nwok
75,cel,subst:sg:loc:m3
76,wygłosić,ger:sg:gen:n:perf:aff
77,oświadczenie,subst:pl:gen:n
78,poselski,adj:pl:gen:n:pos
79,.,interp
80,zgłosić,praet:sg:n:perf
81,się,qub
82,trzy,num:pl:nom:m1:rec
83,poseł,subst:pl:gen:m1
84,:,interp
85,pan,subst:sg:nom:m1
86,poseł,subst:sg:nom:m1
87,Bogumił,subst:sg:nom:m1
88,Andrzej,subst:sg:nom:m1
89,Borowski,subst:sg:nom:m1
90,",",interp
91,pan,subst:sg:nom:m1
92,poseł,subst:sg:nom:m1
93,Bogdan,subst:sg:nom:m1
94,Lewandowski,subst:sg:nom:m1
95,",",interp
96,pani,subst:sg:nom:f
97,poseł,subst:sg:nom:f
98,Ewa,subst:sg:nom:f
99,Tomaszewska,subst:sg:nom:f
100,.,interp
0,-,interp
1,to,pred
2,idealny,adj:sg:nom:m3:pos
3,samolot,subst:sg:nom:m3
4,dla,prep:gen
5,aeroklub,subst:pl:gen:m3
6,-,interp
7,przekonywać,fin:sg:ter:imperf
8,Tomek,subst:sg:nom:m1
9,.,interp
10,-,interp
11,palić,fin:sg:ter:imperf
12,zaledwie,qub
13,11,num:pl:acc:m3:rec
14,litr,subst:pl:gen:m3
15,na,prep:acc
16,godzina,subst:sg:acc:f
17,i,conj
18,być,fin:sg:ter:imperf
19,w,prep:loc:nwok
20,eksploatacja,subst:sg:loc:f
21,kilkakrotnie,adv:pos
22,tani,adj:sg:nom:m3:com
23,niż,prep:nom
24,stosować,ppas:pl:nom:f:imperf:aff
25,obecnie,adv:pos
26,maszyna,subst:pl:nom:f
27,.,interp
28,pochwała,subst:pl:nom:f
29,fachowiec,subst:pl:gen:m1
30,nie,qub
31,gwarantować,fin:pl:ter:imperf
32,jednak,conj
33,sukces,subst:sg:gen:m3
34,na,prep:loc
35,rynek,subst:sg:loc:m3
36,.,interp
37,polski,adj:pl:nom:m3:pos
38,aeroklub,subst:pl:nom:m3
39,być,fin:pl:ter:imperf
40,niezwykle,adv:pos
41,biedny,adj:pl:nom:m3:pos
42,",",interp
43,zakup,subst:sg:nom:m3
44,informacyjny,adj:sg:gen:f:pos
45,seria,subst:sg:gen:f
46,pięć,num:pl:gen:n:congr
47,at,subst:sg:gen:n
48,-,interp
49,3,num:pl:nom:m3:congr
50,sponsorować,praet:sg:f:imperf
51,telekomunikacja,subst:sg:nom:f
52,polski,adj:sg:nom:f:pos
53,.,interp
54,powoli,adv
55,jednak,conj
56,dochodzić,fin:sg:ter:imperf
57,do,prep:gen
58,pierwszy,adj:pl:gen:f:pos
59,transakcja,subst:pl:gen:f
60,",",interp
61,po,prep:loc
62,jeden,adj:sg:loc:m3:pos
63,samolot,subst:sg:loc:m3
64,kupić,praet:pl:m3:imperf
65,aeroklub,subst:pl:nom:m3
66,warszawski,adj:sg:acc:m3:pos
67,i,conj
68,wrocławski,adj:sg:acc:m3:pos
69,",",interp
70,a,conj
71,dębliński,adj:sg:acc:m3:pos
72,i,conj
73,pilski,adj:sg:acc:m3:pos
74,szykować,fin:pl:ter:imperf
75,się,qub
76,do,prep:gen
77,zamówienie,subst:sg:gen:n
78,",",interp
79,podpisywać,ppas:pl:nom:f:imperf:aff
80,być,fin:pl:ter:imperf
81,umowa,subst:pl:nom:f
82,za,prep:inst
83,granica,subst:sg:inst:f
84,.,interp
85,potencjalny,adj:sg:nom:m3:pos
86,rynek,subst:sg:nom:m3
87,być,fin:sg:ter:imperf
88,olbrzymi,adj:sg:nom:m3:pos
89,",",interp
90,z,prep:gen:nwok
91,48,num:pl:gen:m3:congr
92,tysiąc,brev:pun
93,.,interp
94,latać,pact:pl:gen:m3:imperf:aff
95,na,prep:loc
96,świat,subst:sg:loc:m3
97,maszyna,subst:pl:gen:f
98,ten,adj:sg:gen:f:pos
99,klasa,subst:sg:gen:f
100,15,num:pl:nom:m3:rec
101,-,interp
102,18,num:pl:nom:m3:congr
103,procent,brev:pun
104,.,interp
105,",",interp
106,a,conj
107,więc,conj
108,ponad,qub
109,7,num:pl:nom:m3:rec
110,tysiąc,brev:pun
111,.,interp
112,",",interp
113,wymieniać,fin:sg:ter:imperf
114,się,qub
115,co,prep:gen
116,rok,subst:sg:gen:m3
117,na,prep:acc
118,nowy,adj:pl:acc:m3:pos
119,.,interp
120,-,interp
121,zdobyć,inf:perf
122,choćby,qub
123,tylko,qub
124,5,num:pl:acc:m3:rec
125,procent,brev:pun
126,.,interp
127,ten,adj:sg:gen:m3:pos
128,rynek,subst:sg:gen:m3
129,!,interp
130,-,interp
131,marzyć,fin:sg:ter:imperf
132,Antoniewski,subst:sg:nom:m1
133,.,interp
134,patriotycznie,adv:pos
135,czy,conj
136,praktycznie,adv:pos
137,?,interp
0,nie,qub
1,wszystek,adj:pl:dat:m1:pos
2,mieszkaniec,subst:pl:dat:m1
3,Kenia,subst:sg:gen:f
4,udać,praet:sg:n:perf
5,się,qub
6,bez,prep:gen:nwok
7,problem,subst:pl:gen:m3
8,wziąć,inf:perf
9,udział,subst:sg:acc:m3
10,w,prep:loc:nwok
11,wybory,subst:pl:loc:n
12,prezydencki,adj:pl:loc:n:pos
13,i,conj
14,parlamentarny,adj:pl:loc:n:pos
15,",",interp
16,jaki,adj:pl:nom:n:pos
17,wczoraj,adv
18,odbyć,praet:pl:n:perf
19,się,qub
20,w,prep:loc:nwok
21,ten,adj:sg:loc:m3:pos
